State,Year,Crop,Temperature,Rainfall,Humidity,Soil_Moisture,Crop_Yield
Gujarat,2014,Rice,30.657524820606962,1096.407164635082,72.68065043946672,33.46123023128317,3126.5762262705853
Gujarat,2014,Wheat,29.511686729418702,1289.2261504865073,63.081326462529546,31.689834639089618,2979.2200209549574
Gujarat,2014,Maize,31.402345484621797,910.7309489920024,82.71336864700086,18.00522638426521,2912.712043993486
Gujarat,2014,Sorghum,29.65385635143226,1004.6737142744403,62.98343319601081,24.161538371784946,2478.3515189674918
Gujarat,2014,Pulses,28.306077303363345,702.5822951631078,59.5017652349731,24.3312947907335,1153.9829659188856
Gujarat,2015,Rice,33.28403032027274,1302.9451268027901,74.77961384038458,26.58735109501431,3294.5296460974782
Gujarat,2015,Wheat,29.350337232982756,250.1782855379281,51.02568263225743,23.53119569065391,3487.2827717772225
Gujarat,2015,Maize,27.220855066472808,506.38037591293244,73.2068947690933,28.34006366817196,2915.2818455531556
Gujarat,2015,Sorghum,31.12781824010472,1178.4263024995857,88.22094783819739,15.45581456690904,2256.024667634092
Gujarat,2015,Pulses,31.51785717957353,1084.3574271908128,59.739291863051974,38.175863619907666,1573.8106233399972
Gujarat,2016,Rice,29.43864984626645,492.1129557413844,61.39491607847691,22.682249123157163,2970.498111961575
Gujarat,2016,Wheat,30.359788302306956,1417.6006859033798,62.45230796624014,30.25834458277296,2503.1115590288987
Gujarat,2016,Maize,31.88154237597643,705.2537819385071,57.24597398138721,32.02794634912457,2432.6100550008928
Gujarat,2016,Sorghum,30.21075101229192,599.7923515245386,78.3618504688973,17.671923077368596,1522.1018799404992
Gujarat,2016,Pulses,30.880949475920797,994.1086603219957,82.23970199100633,28.755663553906544,1965.7469863251442
Gujarat,2017,Rice,30.250449005295813,871.1783376624242,88.05613368826627,30.040295503658278,3014.6580210977113
Gujarat,2017,Wheat,30.081183382407765,789.4024936579734,74.43923955403967,25.27571174516762,2601.1297247347156
Gujarat,2017,Maize,27.51227352921743,792.1284406612278,81.22102060975448,21.870150888703403,2411.5150965123917
Gujarat,2017,Sorghum,32.49548414534747,797.9528127268395,74.95437298706292,26.294191968430727,2083.6982486671404
Gujarat,2017,Pulses,27.624803161940974,1092.9462130681081,79.47494979776728,36.569926938580714,1744.4137023366875
Gujarat,2018,Rice,29.74035860053315,1013.1434415937329,74.28376144355123,28.66743531785175,2955.8993995114533
Gujarat,2018,Wheat,28.885016429984333,589.0591061262767,73.77905340744692,27.419171471479235,2558.897629609081
Gujarat,2018,Maize,33.27823361088814,1503.3102442229322,77.69744605297478,39.781399842554706,2333.923527487602
Gujarat,2018,Sorghum,31.13796615837055,1488.5189869385613,60.96642666239224,16.985484224724665,1825.4957258154068
Gujarat,2018,Pulses,27.970486538614267,805.2167364801978,52.77695370984374,27.976494772706758,1432.8179199713231
Gujarat,2019,Rice,30.467571823581494,533.2313061389118,85.20316350245832,31.271934226179855,2401.8793072285634
Gujarat,2019,Wheat,30.748113139695143,1368.3006977419877,89.7655744488467,31.545979746234465,2437.107694392638
Gujarat,2019,Maize,33.34514477367541,1125.7057028098136,68.60822449134872,16.50355856501963,2667.4980737565165
Gujarat,2019,Sorghum,30.152010782824824,1161.6267977339107,58.037347546362255,28.39569211182703,1723.7979220761902
Gujarat,2019,Pulses,29.7775478773026,728.8277075605631,80.24653315580984,23.68928810597455,2127.3930361782805
Gujarat,2020,Rice,31.218276241814355,672.3061705982263,89.69934008633501,38.17502419810738,2905.0774650915596
Gujarat,2020,Wheat,32.42619539995837,1042.5150740919714,70.83831909088168,30.589642200068994,2857.6147349470093
Gujarat,2020,Maize,29.381767071594997,1040.0622714346846,81.28112350681543,32.71861744357441,2454.259049085837
Gujarat,2020,Sorghum,28.428021078984102,600.6301139326665,53.505709870553545,38.42394557577657,1449.138388069011
Gujarat,2020,Pulses,31.015982653825088,668.9900181478379,74.02377333442469,27.891985692412444,1154.1328221142553
Gujarat,2021,Rice,29.987858176920213,1251.5472323354925,89.6863205929325,36.28562394362739,3024.5488075642693
Gujarat,2021,Wheat,29.802220693617716,1275.7229448963305,84.72226760429801,35.14813500294053,2712.9176367434047
Gujarat,2021,Maize,28.6638190927139,1297.612704860957,53.23677132205009,25.07450446912904,2660.952953071121
Gujarat,2021,Sorghum,28.203064036417924,1008.4543472107384,75.63888309381328,35.56201409085902,1997.2643010067388
Gujarat,2021,Pulses,29.94994608250971,1245.3298897600862,74.2501175100391,34.120245022574885,1803.1057859530142
Gujarat,2022,Rice,27.37632753529968,680.4659010773883,64.70137689166125,16.70430773463734,2908.4325886936
Gujarat,2022,Wheat,30.113299849794213,1158.9078263070191,88.6328864461288,25.8124469582533,2819.342324443036
Gujarat,2022,Maize,26.049066867292257,718.1993818543738,75.63305258760825,20.40095456273999,2456.7737332835154
Gujarat,2022,Sorghum,33.0615016646874,1365.628555509195,56.08099412514592,16.533740677766705,1935.9671387209376
Gujarat,2022,Pulses,32.9814522736999,1044.6002371606335,89.34715701053653,20.97950260539814,1698.8742086645882
Gujarat,2023,Rice,28.77319467291812,909.2590940535615,77.68645366776528,16.557294953251567,3048.1721943149596
Gujarat,2023,Wheat,30.00609204030683,1131.0814509239049,62.25014483146447,30.59739590729096,3157.193882435902
Gujarat,2023,Maize,24.89215773019609,1280.295973371782,55.228415069607976,37.16510538101167,2089.9363904753736
Gujarat,2023,Sorghum,29.55046919621463,648.9660921821921,83.10151582267497,33.34035951403505,1459.405868725994
Gujarat,2023,Pulses,28.84697919854656,222.68731235652706,50.76769107292227,21.495330218625856,1636.1266655242553
Gujarat,2024,Rice,30.783608010805093,556.3265293677614,50.48483098575573,21.030036439988535,3055.007975933747
Gujarat,2024,Wheat,29.96938030165401,1173.7874498803264,54.38944794710014,28.698987224342325,3158.971450499347
Gujarat,2024,Maize,29.68294085394606,991.8086381470205,56.00194658775937,23.1168981722515,2220.019612278041
Gujarat,2024,Sorghum,29.654107880153155,1513.512544042703,65.03553140583077,24.861906964250885,2441.3510982480825
Gujarat,2024,Pulses,29.581352645696267,799.278178402025,77.52538824346169,25.9400781013848,2111.971406218823
Haryana,2010,Rice,31.35585174267854,853.6265775562892,51.537053958493,37.54404980338559,3647.192463979651
Haryana,2010,Wheat,28.788570153993323,1222.628611602792,75.46678728668829,30.348339619001543,2889.7877741219477
Haryana,2010,Maize,30.064008298131533,773.9746388961449,56.00676003268167,33.43584421803714,3104.0161742579867
Haryana,2010,Sorghum,30.273070662165473,890.4035346063674,52.85026911061034,15.302711880872186,2055.4040917594725
Haryana,2010,Pulses,27.305747420940605,708.5157884468045,63.988129189833984,34.36633827952954,1485.926705195418
Haryana,2011,Rice,31.073305505054574,1355.7112463988992,60.60185713300016,15.52362402577282,3215.68599319952
Haryana,2011,Wheat,31.992095371611633,772.9614734291617,74.98654275417056,24.548490991322396,2703.1960483473595
Haryana,2011,Maize,29.498333967089906,1398.4582425547173,75.75617014164523,28.25755333122896,2666.869002820198
Haryana,2011,Sorghum,28.712963539239713,1278.3520384243711,89.19881317435403,30.047039740908055,2458.5405279237593
Haryana,2011,Pulses,31.015671512579246,1161.4888237148898,55.123829854648,23.45668764986246,2121.7522011929404
Haryana,2012,Rice,27.910381611957934,410.0930231871995,67.57619958777809,30.323489562363136,2933.6239129242686
Haryana,2012,Wheat,29.446373400222157,1092.2220093427302,61.4362715695664,35.39867347421543,3044.721163761789
Haryana,2012,Maize,29.665756572427178,1084.7739851464898,80.20167714985114,26.5134874318535,2647.2924854914754
Haryana,2012,Sorghum,31.469755572099636,1198.8643806002237,57.097150778788276,28.62567297242346,2352.0421572455975
Haryana,2012,Pulses,30.799375903505283,804.5929318624512,82.71141319427781,20.337784157766798,2171.4849214300907
Haryana,2013,Rice,30.042543153472124,1092.649903779689,73.61390761835091,27.709013672907,3510.664483390571
Haryana,2013,Wheat,31.131019291263087,471.7711722532547,77.55541208200363,36.83307289652019,3186.9258262248236
Haryana,2013,Maize,31.346362702539917,958.4632048048678,50.373264793083735,21.166971613040577,2132.71052911319
Haryana,2013,Sorghum,29.58195348542795,744.84386373721,82.00283874796638,20.10089086572247,2500.971351305422
Haryana,2013,Pulses,30.78934305964596,641.2350813894448,64.21538274742957,34.59479461213493,1933.3808004660423
Haryana,2014,Rice,29.731965666654165,1004.4064584187591,80.43963040112375,15.882783873505977,2764.530506075328
Haryana,2014,Wheat,31.296560867687717,963.7155554176655,63.077264653523166,18.722201258311117,2925.8597331721085
Haryana,2014,Maize,31.444762715655543,888.1500543724699,89.85337350508989,24.207738262671207,3018.0891553700217
Haryana,2014,Sorghum,29.200727628770796,1067.4054177255657,65.66102792711317,25.315546021215596,2279.777249561927
Haryana,2014,Pulses,26.948687370859812,1378.7752310281546,81.76789325108336,17.324765995578304,1634.442556232266
Haryana,2015,Rice,35.116398571336504,830.7257204027834,73.19935149712525,29.03711469898809,3055.365390959111
Haryana,2015,Wheat,34.123007153272795,1362.5098691779426,77.05871748905449,35.12472499201924,3033.508322849991
Haryana,2015,Maize,28.897628567342935,754.5403349733078,52.342037169759166,23.355957967401523,2498.9876627767144
Haryana,2015,Sorghum,31.39277489491343,1286.5915625711532,81.54459858689626,27.931726411040234,1657.4932657599484
Haryana,2015,Pulses,29.612681081440563,784.9533038191585,53.54401718718469,20.51529881778028,1240.039014878082
Haryana,2016,Rice,33.02689948648426,1189.2435053664333,89.93390045571799,38.327833283588944,2692.7439527012384
Haryana,2016,Wheat,33.708185132668376,1366.310108657606,54.733447636935495,25.247622242407207,2974.6293110405845
Haryana,2016,Maize,29.255586447857894,1326.6245859112557,72.87489084908746,29.694234021554955,2353.3451734641176
Haryana,2016,Sorghum,27.760765133421977,1042.2658740733611,61.94902294355092,38.51698112788351,1469.4681903311443
Haryana,2016,Pulses,29.067926996263516,521.5890798199614,84.90921001938408,36.04833916979521,1954.080031970915
Haryana,2017,Rice,28.934598320676177,649.0249492869136,55.339198896637754,17.015037843928116,2138.321336015505
Haryana,2017,Wheat,29.944970189898726,1531.6754790009231,67.47402810460719,33.23770571630992,2619.336381891466
Haryana,2017,Maize,30.937548512150048,700.4843682435126,80.05500344116183,31.42387890667849,2590.53756994584
Haryana,2017,Sorghum,29.799691847040094,938.8978749469102,60.46822734943624,21.174469976799998,1932.056332429542
Haryana,2017,Pulses,30.734731013632356,1274.0753878699747,67.9895936980216,34.417763923879534,1559.0463147958965
Haryana,2018,Rice,29.957265411303126,775.836496255653,51.34454400733131,16.566330086383864,2272.7279219181173
Haryana,2018,Wheat,31.7680907927221,1221.05316912773,50.87293587101958,31.594742154389728,2715.601732864536
Haryana,2018,Maize,30.133981434449744,1154.7817653112297,87.47289848132368,16.306446982150593,2031.2362429340371
Haryana,2018,Sorghum,28.94189464530741,1238.2794038865482,57.92390531038961,29.133256364290247,1623.7131730492251
Haryana,2018,Pulses,30.932859964867053,989.3075553107549,74.34109090785867,23.73765930217047,1579.6225269605852
Haryana,2019,Rice,28.37949512597124,1060.1707591692827,70.93563645497466,17.869221796730436,3344.5912048286145
Haryana,2019,Wheat,30.857633000661146,1207.9316821789432,52.706734476000065,32.69587743074422,2551.722933805384
Haryana,2019,Maize,30.17228776609275,678.3582964043179,56.63098160653103,38.64245367500706,1623.594854951618
Haryana,2019,Sorghum,30.873119608315335,1271.1804523258586,68.4918224400243,25.29413853961271,2185.7462783015594
Haryana,2019,Pulses,34.1149909394234,1006.2381123026223,82.25614468931357,26.48099693992395,1581.5991176312596
Haryana,2020,Rice,28.70807164175093,760.2423980049239,56.588254137291834,23.25537662178744,3036.8010947984385
Haryana,2020,Wheat,33.24935691693912,1096.9237819348086,85.18327419806117,36.76446062615017,2724.293949362114
Haryana,2020,Maize,29.41637746216891,531.0427573910029,89.399586245635,34.30031190774976,2764.9329331441477
Haryana,2020,Sorghum,29.844325605974397,945.8560259228123,54.21894799826522,31.41950261810735,2957.932270353458
Haryana,2020,Pulses,29.147284807588914,1344.5337127590265,81.0244740370131,39.11191634752029,1833.9811231613294
Haryana,2021,Rice,27.123444043365268,1275.768680372561,73.1037346352463,30.864560438757593,2799.5567743383017
Haryana,2021,Wheat,29.105356208682498,1384.304908520534,86.60360273628173,28.3257216811535,2945.4198451883426
Haryana,2021,Maize,28.307286690018252,806.9350503047614,84.28717027995012,37.65358136914416,2808.988245274348
Haryana,2021,Sorghum,29.33044933578692,878.905461027401,57.368993569521045,37.34974275019676,1713.4632261951942
Haryana,2021,Pulses,30.84719813118692,1618.7574757729435,53.338563399575335,37.060409210183465,1479.7401257237182
Haryana,2022,Rice,30.048438913345517,1423.6661666246287,88.68506461036682,25.44402448187749,2681.281941555936
Haryana,2022,Wheat,30.856614194415297,943.8567204986354,56.48933623129918,15.315187999393975,3095.7189987039587
Haryana,2022,Maize,32.3747721031295,1776.8690926055842,78.77414489476635,37.256451325445056,2558.315290473201
Haryana,2022,Sorghum,29.293667414378625,1101.5451530385074,82.76254055446624,28.51984387463861,1911.3795769582912
Haryana,2022,Pulses,27.986914869440717,1341.9635683387137,68.84671595731258,35.54092244276179,1163.4435302974216
Haryana,2023,Rice,28.784356025811135,1389.0983639683327,63.40832189483491,19.344039828393594,2993.1395813103354
Haryana,2023,Wheat,31.681240053009105,1164.0200704604138,54.025499140941335,20.996852818898617,2682.4725552868535
Haryana,2023,Maize,28.155179631002994,1484.6127068408325,76.04590339526696,30.52321418696078,2403.303859236598
Haryana,2023,Sorghum,31.99662179629592,870.5139061845855,68.85148669592658,39.477623450378864,1728.8894417809615
Haryana,2023,Pulses,30.648718563443207,646.2880626520592,77.4530878674439,16.74102870406014,2156.303816538469
Haryana,2024,Rice,30.566575743092283,922.3285078887768,59.087182280940596,35.9260281310735,3261.389189237173
Haryana,2024,Wheat,27.3080406395065,1037.9138738639235,62.21242706786925,20.316109409277402,3381.6786997174854
Haryana,2024,Maize,31.02781569931783,1053.8745345818793,84.84817929052208,34.15161941338256,2690.416440568531
Haryana,2024,Sorghum,32.21939968391245,1122.9455970785539,76.82929247623336,29.011015774510998,1927.6227036144373
Haryana,2024,Pulses,29.734732507234853,707.6412085988076,68.41433084807704,36.61409023806675,1148.1991361957892
Karnataka,2010,Rice,31.694843354300843,839.4015442138232,79.59616483067721,37.951913804978766,2972.840015308752
Karnataka,2010,Wheat,31.418903634278077,869.354088829047,61.68872921847591,37.76925404109788,3021.643144266251
Karnataka,2010,Maize,31.230734968026105,719.3683893866214,83.17578659435388,22.03802996037325,2825.7946348525097
Karnataka,2010,Sorghum,30.734574626802683,1551.455103038537,53.86137880781763,21.047345706470974,1994.1741182336802
Karnataka,2010,Pulses,29.39364043433145,1239.982570582615,61.88951230834469,22.497977787674618,1315.1068174690236
Karnataka,2011,Rice,31.900615183947153,1513.1840117745776,85.69209992558609,19.63325448821786,2968.6652344387585
Karnataka,2011,Wheat,29.66235655361998,1021.0156489339544,52.54563637146569,35.78433785964275,3148.563490782457
Karnataka,2011,Maize,28.145293731618853,1071.5106948204354,53.75429139293425,37.740670485914805,2792.559288934729
Karnataka,2011,Sorghum,31.00218833987969,1056.874484979623,70.69785407020166,25.760685258024754,2300.3138277701423
Karnataka,2011,Pulses,28.691848633745153,450.810130943063,80.95518622920625,30.04808577537829,1758.7654456116925
Karnataka,2012,Rice,31.905749094405877,1483.6834773965936,73.66788649225302,32.56584432713791,3394.474336075214
Karnataka,2012,Wheat,30.150867277803187,519.4102564308495,54.16899211233391,24.612783191120315,3451.282815249344
Karnataka,2012,Maize,29.648228375135325,1036.9614420353457,79.74375664706238,27.656651487380067,2665.44561281214
Karnataka,2012,Sorghum,28.754701276531097,1058.3822365711728,60.17566323367388,24.046327330128467,1816.4692727284144
Karnataka,2012,Pulses,29.925926405903176,871.209332644822,88.86130763604203,23.28367517757627,1592.273706037843
Karnataka,2013,Rice,27.187365072656334,975.0683282113915,74.43120284303073,22.01708038789936,3024.731925880351
Karnataka,2013,Wheat,27.08489700107014,907.237276885041,82.10342718319251,29.30121608423252,2574.3530783228252
Karnataka,2013,Maize,26.249655060708513,1034.507823744225,87.27014877731266,24.92537603092979,2563.958988471307
Karnataka,2013,Sorghum,28.496061336522363,904.2838193000146,70.29647754871235,36.85556311712939,1761.1922429589533
Karnataka,2013,Pulses,33.802381371506016,981.8017558556138,89.71267355996281,18.28722799744954,1587.477969926861
Karnataka,2014,Rice,26.972571214774344,459.0580971232165,86.30444010226219,32.850816111671406,2524.759217098353
Karnataka,2014,Wheat,26.837618595935734,1268.5114942228347,82.95161536885179,38.876512787124724,2655.081684494968
Karnataka,2014,Maize,30.2935860239711,1483.6661884766272,54.579505522636204,24.59597207612449,2769.0517947596595
Karnataka,2014,Sorghum,25.69636919734139,784.254004227274,54.84100001940772,25.473694754686885,1960.6229098723086
Karnataka,2014,Pulses,30.153703765917538,932.5432054575764,87.669028464757,31.714316168072852,1604.999225752962
Karnataka,2015,Rice,27.819201845114307,1423.279713923881,73.74643164834154,15.253279600693585,3212.464326976967
Karnataka,2015,Wheat,30.466432262527004,1285.9409901739737,78.95892221864375,18.013960410092256,2886.1372495605474
Karnataka,2015,Maize,27.712547585358678,1032.5679117329569,50.468264429236164,25.550856503190975,2461.4387465683208
Karnataka,2015,Sorghum,26.236301909004723,835.3825276777116,54.920131804949825,28.966059911260636,2027.8534703423345
Karnataka,2015,Pulses,32.5314156817294,740.1475455356497,76.09166594367758,36.14010907474767,1606.1318070468592
Karnataka,2016,Rice,33.55062178521902,641.9089504730559,62.25253995112851,34.72462899801983,3275.7462520830004
Karnataka,2016,Wheat,32.78493060012866,924.9860456203141,82.89689494673114,36.4390584415321,2759.7073775588356
Karnataka,2016,Maize,31.621616546319565,1238.0466161656639,64.84689693750511,30.026854170005826,1975.4404080285458
Karnataka,2016,Sorghum,32.06509240868331,1338.011541048275,64.98211548080485,19.17150504246882,1668.2885994542194
Karnataka,2016,Pulses,29.57015793942253,907.5897147442777,56.178389888932955,15.636193997643772,2033.8981596808019
Karnataka,2017,Rice,32.62061749223922,1418.7051432369867,63.62416666325167,16.792797221191275,2494.968542333715
Karnataka,2017,Wheat,28.388259867007623,1289.4554899292373,64.5837491279016,20.447313856374752,3284.6748470644698
Karnataka,2017,Maize,29.947188486082148,1084.0483476458821,77.53096943120948,18.51382418945902,2357.848195878725
Karnataka,2017,Sorghum,29.971095458243443,1163.8852744011099,65.36826851943201,15.974900314372789,2001.9266809432813
Karnataka,2017,Pulses,29.82327408158933,888.9966910353617,56.40099745852776,15.583802408204647,1722.3611811998694
Karnataka,2018,Rice,33.19729434100943,1168.2758343823716,54.645558408021024,38.89797072388298,2911.355904591252
Karnataka,2018,Wheat,31.39390880902147,899.854153073197,74.11771505917847,35.66768399353718,2767.809356798731
Karnataka,2018,Maize,30.895433851620556,528.7371543794502,71.6563042939034,18.853626079462178,2161.9697593270585
Karnataka,2018,Sorghum,33.46502999897018,1669.3900438577898,80.4760725041948,35.841249048439636,1459.6826797541785
Karnataka,2018,Pulses,28.914652400531956,763.6648744275283,52.305903287960994,23.561199470867834,1613.745720524665
Karnataka,2019,Rice,26.041400379248426,1224.3730768352602,73.21870403974785,18.479917533642386,3622.224800924992
Karnataka,2019,Wheat,28.161230816827153,240.9137431761011,89.75393555598794,37.00786905372318,2714.198733435967
Karnataka,2019,Maize,32.20191926999714,1587.5042362661782,74.82641919298337,20.032802695560832,2360.406862965984
Karnataka,2019,Sorghum,29.788103291391728,1793.3030041051104,59.10998944412839,39.10072117913784,1549.108901481454
Karnataka,2019,Pulses,30.50747932298915,1140.30795152963,71.33546515061451,36.749228991192126,1892.4151618512308
Karnataka,2020,Rice,29.216702865156417,1080.7380823735323,61.03070273005428,36.927264525454724,2897.042317350777
Karnataka,2020,Wheat,30.754200787804372,991.2211558945065,69.33629743892587,36.588688062863625,2268.0902595379357
Karnataka,2020,Maize,32.523843001427984,728.2803097412143,80.47192765510789,24.6635126705757,2303.870098405354
Karnataka,2020,Sorghum,25.728651572042608,1941.324560097998,73.09116116932525,36.6394286406138,1983.531799815114
Karnataka,2020,Pulses,30.571108149715315,1156.3367285138015,72.94115805822292,38.90117859029833,1993.564675785017
Karnataka,2021,Rice,29.605323159385346,954.6180149039465,84.15847867821688,25.978745415843708,3178.0670166842588
Karnataka,2021,Wheat,24.11922273067144,1196.7702329589283,50.764643777190564,26.921086707945427,2858.4208584156327
Karnataka,2021,Maize,32.248225439972025,1284.2579386368575,77.70129726148431,18.360878235203046,2208.5029796376143
Karnataka,2021,Sorghum,27.24076367042214,811.9848326230104,58.42819855468812,38.936200475952404,2258.7180417148275
Karnataka,2021,Pulses,31.906250090752174,1153.925626029188,61.78477585384773,15.3578819416765,2017.5287360543991
Karnataka,2022,Rice,31.032356574229915,807.5555214331143,80.13711689027876,34.22306955269103,3129.576763402182
Karnataka,2022,Wheat,32.37782674294929,1212.4911541603192,83.83685758710928,30.34010285593646,2792.043622225282
Karnataka,2022,Maize,28.236250697544563,951.0799108168708,66.28425956502511,16.65024610350604,2276.529206558065
Karnataka,2022,Sorghum,28.415160158000077,907.611541108288,82.32940840036889,38.69220064911177,1431.9155999138643
Karnataka,2022,Pulses,30.426587414745878,1000.3616426086672,81.78062177962994,32.677161931667456,1554.8734106795428
Karnataka,2023,Rice,26.78488027126205,771.1825664301357,59.29537292224191,22.02511247271784,3248.8424525795244
Karnataka,2023,Wheat,29.612347722454395,920.6455476068168,59.04115991263999,31.0119010543961,2198.841290677974
Karnataka,2023,Maize,30.119865260532656,1083.2130813874576,64.31256336454196,31.19543614976321,1594.1463532537523
Karnataka,2023,Sorghum,30.36769908950739,1540.153354453256,52.87103224906052,32.06543053058506,2371.6839058818314
Karnataka,2023,Pulses,31.61424519327462,707.9361400886594,82.90139177536787,35.098962688813,2118.0629722496637
Karnataka,2024,Rice,35.51932007782216,1117.72479015363,60.856375217868575,27.417385570448666,2847.3109122877504
Karnataka,2024,Wheat,28.610573737821884,877.2152685660687,75.18230787566947,16.358300870572595,2553.2740202853397
Karnataka,2024,Maize,32.242061334648945,1000.0621194754591,51.87407634110413,21.904238945522486,2497.209903658416
Karnataka,2024,Sorghum,29.344210566974166,1046.5572051576937,83.5735396942401,15.095498066464577,2247.5294794002903
Karnataka,2024,Pulses,28.265739568578198,802.565053277423,64.40935675201712,21.75983215961314,1708.8821913670006
Kerala,2010,Rice,29.047558252910683,1262.3167542138183,81.55729887104029,37.29680362026836,3255.2693886503916
Kerala,2010,Wheat,29.725256423201206,1117.139454978667,53.57158098102292,32.17548166258106,2769.033474120251
Kerala,2010,Maize,25.122365683447143,959.7162513441087,75.30847514994403,32.59642729085828,2789.619245377351
Kerala,2010,Sorghum,32.47226144361244,1026.5972772884313,61.92208834557773,17.634123056271413,2059.194712221679
Kerala,2010,Pulses,31.231542299542284,1361.1653311506448,51.92744049573185,24.00126164752446,1800.1583876569791
Kerala,2011,Rice,31.20241349785823,566.8435551599375,58.35530896020655,24.21767927161988,2311.1457140588286
Kerala,2011,Wheat,28.983719604705378,955.6659043547586,80.70270514071673,25.412610797596976,2898.023429380696
Kerala,2011,Maize,30.600948719221655,1186.6621432130205,68.89127216651927,37.003918448037126,2158.3500646657694
Kerala,2011,Sorghum,31.340961234482425,678.4428300879533,74.3100848901089,22.382536939295818,2112.922857829255
Kerala,2011,Pulses,28.195896891284978,739.1010756175917,75.79330416089255,24.87827269028758,2137.630435324431
Kerala,2012,Rice,28.19875853070426,1191.517577682515,85.60860010544698,22.185239911639492,2836.765799365742
Kerala,2012,Wheat,29.67441418785541,1012.2757526187163,60.70370706911886,35.88700564355486,2499.343763265558
Kerala,2012,Maize,29.542800169319964,701.6951876174463,69.71458337789787,25.107243681371727,3223.7846264838745
Kerala,2012,Sorghum,31.569208575796047,994.2218860796816,88.53996963550352,27.975807003238717,1921.1327512375196
Kerala,2012,Pulses,27.638374369382312,1334.2965084006617,80.9596551261105,34.323037046902876,1931.5427216429182
Kerala,2013,Rice,30.03923331538798,1201.858370790046,54.80828916482305,21.63957082396515,3177.5442401224136
Kerala,2013,Wheat,30.203712590523974,1464.7060454485563,63.92382372673153,24.293482372658257,2849.428252370955
Kerala,2013,Maize,30.101775403712036,1052.0024993111224,81.21504494283921,26.44989397508929,2573.18595937255
Kerala,2013,Sorghum,26.798192043046967,751.4508925659262,52.62779435817463,20.705884087342476,1969.023571955286
Kerala,2013,Pulses,26.713622377691664,947.2436786703787,52.313777977886424,38.9447450247051,2298.4410497184053
Kerala,2014,Rice,30.041772976591922,1069.2102717156051,88.51073401012825,16.89012601541877,2621.950570448226
Kerala,2014,Wheat,28.767277183921045,887.4410859028189,74.89654566263987,34.533046393682625,2704.6854709731297
Kerala,2014,Maize,27.777084086125935,1073.9514335296014,82.44495079733883,30.898867679093215,2974.162205970512
Kerala,2014,Sorghum,27.969811616344263,756.7427466368986,86.69943372527962,22.26261264178551,1622.726642325615
Kerala,2014,Pulses,31.974669033178202,977.2146929072431,78.3088540107011,16.555080654117567,1549.4571295109931
Kerala,2015,Rice,34.179077443389545,517.7016918645825,70.0241428461883,31.990508318377696,3055.4221736687173
Kerala,2015,Wheat,29.619921929997012,892.7663731568719,82.27861963535975,26.49162176006653,2136.441426601148
Kerala,2015,Maize,33.06686740259265,572.8128542649565,51.99916114638715,36.09124160129559,2420.0043012296755
Kerala,2015,Sorghum,29.141511159402675,1176.565980931216,88.42507902052799,19.92314261133571,1520.5626944348758
Kerala,2015,Pulses,30.924345332163885,1607.2928869860557,52.9232624810806,30.55858161543115,1391.0477986221567
Kerala,2016,Rice,30.85177441238607,1005.7443332247257,80.29240828537755,19.041785905924048,3541.3044329360227
Kerala,2016,Wheat,29.6181924165454,1215.9273826444546,76.66401916186477,19.067493595214145,2412.018112638651
Kerala,2016,Maize,32.96823205707193,1106.6840046356979,69.95582658143768,15.302577919402685,2124.877679809085
Kerala,2016,Sorghum,31.209030652710734,1264.6999186970227,79.15445769079787,17.384981932830264,1864.3729001500758
Kerala,2016,Pulses,29.12656052791881,980.1602156122533,69.23560586412036,31.560850292526702,1692.4979543936333
Kerala,2017,Rice,28.704916388729682,1223.257591449981,89.73020061691855,16.122782474890396,2945.632748034569
Kerala,2017,Wheat,28.701253923357147,1396.3912096819035,65.6983274491792,33.85662433367557,2240.038014591815
Kerala,2017,Maize,32.015027379673846,794.6110522719988,72.56296115334071,23.96446153812183,2737.1876797488308
Kerala,2017,Sorghum,27.57765614143844,1219.2292357199574,57.66371782939303,37.95597716688593,2004.2819203509302
Kerala,2017,Pulses,28.09212116120671,877.8891061219658,88.01836682301183,29.54055732472984,2005.8955370870103
Kerala,2018,Rice,33.952881169030974,530.7275164866846,70.66793540905071,33.96940634393313,2730.3647855030617
Kerala,2018,Wheat,27.33937274852202,943.26388276689,81.21462012027527,26.90839333252747,3076.495033577338
Kerala,2018,Maize,27.097648619896884,996.3733156461836,73.64521213034067,19.653397443833697,2766.0662170291903
Kerala,2018,Sorghum,29.158476412637892,218.73584301185974,82.43514324031673,35.895648197762895,2059.684444038948
Kerala,2018,Pulses,32.471564383644306,678.6838961052854,80.84491263407546,31.366267171648865,1266.423724798045
Kerala,2019,Rice,30.639303651837956,848.7460506976986,55.1146720488967,34.13866876289652,2975.543198069506
Kerala,2019,Wheat,28.648583841676775,1010.2457252464073,88.92312651889331,20.6531332812418,2473.8262183411593
Kerala,2019,Maize,27.82834974222963,1203.811984886951,79.67585307834861,36.21063447726311,2155.361789452403
Kerala,2019,Sorghum,26.548386542418807,796.7306042993034,63.011805360921244,32.815533327462816,1860.6787213071837
Kerala,2019,Pulses,30.924121786503793,1235.0171527847785,82.26774078778956,39.6214600690619,1724.5383341866514
Kerala,2020,Rice,28.804979610616716,1426.7109585095523,73.62551335978551,31.525356356183007,3025.5954427695074
Kerala,2020,Wheat,28.383468556718146,750.8666780330304,81.22526869702229,29.594319512852792,2956.7542315797273
